1 100
2 874
3 4732
4 18219
5 49308
6 97398
7 148845
8 190432
9 219708
10 239155
11 251619
12 259464
13 264781
14 268591
15 270799
16 272375
17 273418
18 274470
19 274922
20 275553
21 276016
22 276002
23 276117
24 276466
25 276663
26 276640
27 276671
28 276668
29 276375
30 276413
31 276641
32 276522
33 276715
34 276821
35 277145
36 277205
37 277081
38 276983
39 277059
40 276906
41 276918
42 277079
43 276924
44 276924
45 276834
46 276673
47 276829
48 276707
49 276706
50 276578
51 276841
52 276902
53 276812
54 276956
55 276942
56 276685
57 276888
58 276973
59 277008
60 277032
61 277037
62 277057
63 276859
64 277008
65 276811
66 277052
67 277177
68 277171
69 277167
70 277044
71 277072
72 276975
73 277035
74 277280
75 277385
76 277331
77 277247
78 277096
79 276907
80 276924
81 276875
82 276965
83 277033
84 276865

