0 18
1 44
2 180
3 434
4 928
5 1904
6 3630
7 6159
8 9919
9 14899
10 21513
11 29001
12 37486
13 46061
14 54743
15 62837
16 70060
17 76443
18 81848
19 86760
20 90734
21 94093
22 96914
23 99485
24 101366
25 102987
26 104272
27 105406
28 106382
29 107297
30 108108
31 108649
32 109154
33 109522
34 109913
35 110143
36 110397
37 110711
38 111082
39 111134
40 111256
41 111422
42 111466
43 111720
44 111846
45 112072
46 112259
47 112169
48 112330
49 112271
50 112492
51 112479
52 112590
53 112640
54 112517
55 112758
56 112463
57 112673
58 112586
59 112741
60 112682
61 112607
62 112461
63 112698
64 112594
65 112516
66 112543
67 112492
68 112178
69 112111
70 112328
71 112271
72 112382
73 112391
74 112584
75 112519
76 112533
77 112717
78 112771
79 112572
80 112354
81 112366
82 112547
83 112666
