1 139
2 11314
3 51548
4 97589
5 135957
6 165667
7 188420
8 205361
9 218536
10 227906
11 235513
12 241375
13 245888
14 249669
15 252373
16 254528
17 256403
18 258174
19 259663
20 260589
21 261549
22 262436
23 263163
24 263707
25 264056
26 264718
27 265066
28 265412
29 265535
30 265401
31 265533
32 265714
33 265795
34 266237
35 265972
36 266226
37 266380
38 266370
39 266650
40 266521
41 266540
42 266688
43 266568
44 266698
45 266826
46 266905
47 267097
48 267049
49 266801
50 266780
51 266788
52 266973
53 267179
54 267216
55 266860
56 266975
57 266769
58 267056
59 267079
60 267015
61 267105
62 267003
63 266814
64 266693
65 266668
66 266332
67 266434
68 266384
69 266309
70 266577
71 266911
72 266801
73 266731
74 266949
75 266815
76 266806
77 266651
78 266514
79 266524
80 266756
81 266874
82 266950
83 266972
84 266894

